,ID,Name,Sex,Age,Height,Weight
7770,4319,Ludwig Angerer,M,41.0,,
7771,4319,Ludwig Angerer,M,41.0,,
7772,4319,Ludwig Angerer,M,41.0,,
7773,4319,Ludwig Angerer,M,45.0,,
7774,4319,Ludwig Angerer,M,45.0,,
7775,4320,Nadine Marejke Angerer,F,29.0,174.0,70.0
7776,4321,Peter Angerer,M,20.0,178.0,73.0
7777,4321,Peter Angerer,M,20.0,178.0,73.0
7778,4321,Peter Angerer,M,20.0,178.0,73.0
7779,4321,Peter Angerer,M,24.0,178.0,73.0
7780,4321,Peter Angerer,M,24.0,178.0,73.0
7781,4321,Peter Angerer,M,24.0,178.0,73.0
7782,4321,Peter Angerer,M,28.0,178.0,73.0
7783,4321,Peter Angerer,M,28.0,178.0,73.0
7784,4321,Peter Angerer,M,28.0,178.0,73.0
7785,4322,Tobias Angerer,M,24.0,179.0,72.0
7786,4322,Tobias Angerer,M,24.0,179.0,72.0
7787,4322,Tobias Angerer,M,24.0,179.0,72.0
7788,4322,Tobias Angerer,M,24.0,179.0,72.0
7789,4322,Tobias Angerer,M,28.0,179.0,72.0
7790,4322,Tobias Angerer,M,28.0,179.0,72.0
7791,4322,Tobias Angerer,M,28.0,179.0,72.0
7792,4322,Tobias Angerer,M,28.0,179.0,72.0
7793,4322,Tobias Angerer,M,32.0,179.0,72.0
7794,4322,Tobias Angerer,M,32.0,179.0,72.0
7795,4322,Tobias Angerer,M,32.0,179.0,72.0
7796,4322,Tobias Angerer,M,32.0,179.0,72.0
7797,4322,Tobias Angerer,M,36.0,179.0,72.0
7798,4322,Tobias Angerer,M,36.0,179.0,72.0
7799,4323,Monique Angermller,F,26.0,174.0,72.0
7800,4323,Monique Angermller,F,26.0,174.0,72.0
7801,4323,Monique Angermller,F,26.0,174.0,72.0
7802,4323,Monique Angermller,F,30.0,174.0,72.0
7803,4323,Monique Angermller,F,30.0,174.0,72.0
7804,4324,Stephen Angers,M,23.0,178.0,77.0
7805,4324,Stephen Angers,M,23.0,178.0,77.0
7806,4325,Andrei Anghel,M,20.0,171.0,74.0
7807,4326,Elisabeta Anghel,F,28.0,169.0,64.0
7808,4327,Gigel Anghel,M,21.0,162.0,60.0
7809,4328,Grigore Anghel,M,27.0,,
7810,4328,Grigore Anghel,M,27.0,,
7811,4329,Tony Angiboust,M,26.0,177.0,80.0
7812,4330,Clarence Victor Angier,M,50.0,,
7813,4331,Milton Sanford Angier,M,20.0,180.0,79.0
7814,4332,Giuseppe Angilella,M,27.0,177.0,77.0
7815,4333,Matteo Angioletti,M,23.0,162.0,71.0
7816,4333,Matteo Angioletti,M,23.0,162.0,71.0
7817,4333,Matteo Angioletti,M,23.0,162.0,71.0
7818,4333,Matteo Angioletti,M,23.0,162.0,71.0
7819,4333,Matteo Angioletti,M,23.0,162.0,71.0
7820,4333,Matteo Angioletti,M,23.0,162.0,71.0
7821,4333,Matteo Angioletti,M,27.0,162.0,71.0
7822,4333,Matteo Angioletti,M,27.0,162.0,71.0
7823,4333,Matteo Angioletti,M,27.0,162.0,71.0
7824,4333,Matteo Angioletti,M,27.0,162.0,71.0
7825,4333,Matteo Angioletti,M,27.0,162.0,71.0
7826,4333,Matteo Angioletti,M,27.0,162.0,71.0
7827,4333,Matteo Angioletti,M,31.0,162.0,71.0
7828,4333,Matteo Angioletti,M,31.0,162.0,71.0
7829,4333,Matteo Angioletti,M,31.0,162.0,71.0
7830,4333,Matteo Angioletti,M,31.0,162.0,71.0
7831,4334,Tarquinio Angiolin,M,24.0,,
7832,4335,Paolo Angioni,M,26.0,177.0,64.0
7833,4335,Paolo Angioni,M,26.0,177.0,64.0
7834,4335,Paolo Angioni,M,30.0,177.0,64.0
7835,4335,Paolo Angioni,M,30.0,177.0,64.0
7836,4336,Stefano Angioni,M,32.0,169.0,66.0
7837,4336,Stefano Angioni,M,32.0,169.0,66.0
7838,4337,Michle Angirany,F,26.0,,
7839,4338,Jos Flix Anglada Zariquey,M,27.0,173.0,79.0
7840,4339,Gottfried Anglberger,M,21.0,,
7841,4340,Kurt Steven Angle,M,27.0,178.0,100.0
7842,4341,Giorgio Anglesio,M,34.0,,
7843,4342,"Patrick ""Paddy"" Anglim",M,23.0,,
7844,4343,Angot,M,,,
7845,4344,Eugnie Angot (Legrand-),F,34.0,165.0,48.0
7846,4344,Eugnie Angot (Legrand-),F,34.0,165.0,48.0
7847,4345,Florian Angot,M,31.0,180.0,74.0
7848,4345,Florian Angot,M,31.0,180.0,74.0
7849,4346,Anna Rita Angotzi,F,21.0,170.0,50.0
7850,4346,Anna Rita Angotzi,F,21.0,170.0,50.0
7851,4347,Benjamin Brou Angoua,M,21.0,182.0,72.0
7852,4348,"Heinrich ""Heiri"" Angst",M,32.0,,
7853,4348,"Heinrich ""Heiri"" Angst",M,40.0,,
7854,4348,"Heinrich ""Heiri"" Angst",M,40.0,,
7855,4349,Max Angst,M,34.0,,
7856,4349,Max Angst,M,34.0,,
7857,4350,Willy Angst,M,22.0,,
7858,4350,Willy Angst,M,34.0,,
7859,4351,Heriberto Anguiano de la Fuente,M,21.0,170.0,
7860,4351,Heriberto Anguiano de la Fuente,M,25.0,170.0,
7861,4352,Daniela Anguita Loux,F,21.0,162.0,58.0
7862,4353,Francisco Alberto Angulo Espinosa,M,30.0,194.0,88.0
7863,4354,Alfredo Angulo Lpez,M,21.0,178.0,75.0
7864,4355,Deyanira Angulo Chias,F,17.0,170.0,65.0
7865,4356,Miguel ngel Angulo Valderrey,M,23.0,175.0,70.0
7866,4357,Harold Angus,M,,,
7867,4358,Keith Angus,M,33.0,170.0,59.0
7868,4359,va Angyal,F,21.0,163.0,63.0
7869,4359,va Angyal,F,25.0,163.0,63.0
7870,4360,Istvn Angyal,M,21.0,,
7871,4360,Istvn Angyal,M,21.0,,
7872,4361,"Joseph ""Joe"" Angyal, Jr.",M,31.0,170.0,66.0
7873,4362,Jzsef ngyn,M,34.0,193.0,85.0
7874,4363,Maret Ani,F,22.0,175.0,64.0
7875,4363,Maret Ani,F,26.0,175.0,64.0
7876,4363,Maret Ani,F,26.0,175.0,64.0
7877,4364,Mihaela Ani Senocico,F,26.0,174.0,70.0
7878,4365,Emma Iwebunor Ania,F,28.0,173.0,63.0
7879,4366,Mrio Ramos Dias Sampaio Anbal,M,28.0,187.0,89.0
7880,4367,Damir Ani,M,24.0,169.0,64.0
7881,4367,Damir Ani,M,24.0,169.0,64.0
7882,4367,Damir Ani,M,24.0,169.0,64.0
7883,4367,Damir Ani,M,24.0,169.0,64.0
7884,4367,Damir Ani,M,24.0,169.0,64.0
7885,4367,Damir Ani,M,24.0,169.0,64.0
7886,4367,Damir Ani,M,24.0,169.0,64.0
7887,4367,Damir Ani,M,24.0,169.0,64.0
7888,4368,Franka Ani,F,21.0,181.0,67.0
7889,4369,Victor Chinedu Anichebe,M,20.0,192.0,94.0
7890,4370,Aleksandr Petrovich Anichenko,M,22.0,178.0,78.0
7891,4371,Vitaly Vladimirovich Anichkin,M,23.0,170.0,60.0
7892,4372,Peter Anieke,M,22.0,180.0,61.0
7893,4373,Aleksandr Anikeyev,M,24.0,,
7894,4374,Yekaterina Yevgenyevna Anikeyeva,F,31.0,178.0,63.0
7895,4375,Nikolay Petrovich Anikin,M,24.0,,
7896,4375,Nikolay Petrovich Anikin,M,24.0,,
7897,4375,Nikolay Petrovich Anikin,M,28.0,,
7898,4375,Nikolay Petrovich Anikin,M,28.0,,
7899,4375,Nikolay Petrovich Anikin,M,28.0,,
7900,4375,Nikolay Petrovich Anikin,M,28.0,,
7901,4376,Yevgeny Anikin,M,22.0,188.0,73.0
7902,4377,Vida Anim,F,16.0,162.0,60.0
7903,4377,Vida Anim,F,20.0,162.0,60.0
7904,4377,Vida Anim,F,24.0,162.0,60.0
7905,4377,Vida Anim,F,28.0,162.0,60.0
7906,4378,Josef Karl Hans (-Joseph Karl Hans) Aniol,M,21.0,,
7907,4378,Josef Karl Hans (-Joseph Karl Hans) Aniol,M,21.0,,
7908,4379,Rami Anis,M,25.0,178.0,78.0
7909,4379,Rami Anis,M,25.0,178.0,78.0
7910,4380,Jean Aniset,M,25.0,166.0,60.0
7911,4380,Jean Aniset,M,30.0,166.0,60.0
7912,4381,Aleksandr Vladimirovich Anishchenko,M,25.0,171.0,85.0
7913,4382,Anisi,M,23.0,169.0,67.0
7914,4382,Anisi,M,23.0,169.0,67.0
7915,4383,Artyom Alekseyevich Anisimov,M,25.0,192.0,82.0
7916,4384,Danil Anisimov,M,23.0,172.0,68.0
7917,4384,Danil Anisimov,M,23.0,172.0,68.0
7918,4385,Maksim Viktorovich Anisimov,M,22.0,175.0,57.0
7919,4385,Maksim Viktorovich Anisimov,M,22.0,175.0,57.0
7920,4386,Vasyl Ivanovych Anisimov,M,26.0,180.0,78.0
7921,4386,Vasyl Ivanovych Anisimov,M,26.0,180.0,78.0
7922,4387,Yury Sergeyevich Anisimov,M,30.0,170.0,64.0
7923,4388,Nataliya Yuryevna Anisimova (Guskova-),F,27.0,174.0,70.0
7924,4388,Nataliya Yuryevna Anisimova (Guskova-),F,31.0,174.0,70.0
7925,4389,Nina Valentinovna Anisimova,F,27.0,180.0,72.0
7926,4389,Nina Valentinovna Anisimova,F,31.0,180.0,72.0
7927,4390,Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,26.0,172.0,65.0
7928,4390,Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,30.0,172.0,65.0
7929,4391,Vera Vasilyevna Anisimova (Mikheyeva-),F,24.0,167.0,52.0
7930,4391,Vera Vasilyevna Anisimova (Mikheyeva-),F,24.0,167.0,52.0
7931,4391,Vera Vasilyevna Anisimova (Mikheyeva-),F,28.0,167.0,52.0
7932,4391,Vera Vasilyevna Anisimova (Mikheyeva-),F,28.0,167.0,52.0
7933,4392,Marina Vyacheslavovna Anissina (-Dzhigurda),F,22.0,162.0,52.0
7934,4392,Marina Vyacheslavovna Anissina (-Dzhigurda),F,26.0,162.0,52.0
7935,4393,Herta Anita,F,26.0,183.0,82.0
7936,4393,Herta Anita,F,26.0,183.0,82.0
7937,4394,Georgios Anitsas,M,,,
7938,4395,Subbaiah Anjaparavanda Bopaiah,M,25.0,169.0,60.0
7939,4396,Henrique Maria Ulrich Anjos,M,20.0,172.0,85.0
7940,4396,Henrique Maria Ulrich Anjos,M,32.0,172.0,85.0
7941,4396,Henrique Maria Ulrich Anjos,M,36.0,172.0,85.0
7942,4397,Anjou,M,,,
7943,4398,Alfred Addo Ankamah,M,21.0,165.0,65.0
7944,4399,Victor Edvard Ankarcrona,M,28.0,,
7945,4399,Victor Edvard Ankarcrona,M,32.0,,
7946,4399,Victor Edvard Ankarcrona,M,32.0,,
7947,4400,Hannelore Anke (-Hofmann),F,14.0,160.0,52.0
7948,4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0
7949,4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0
7950,4400,Hannelore Anke (-Hofmann),F,18.0,160.0,52.0
7951,4401,Majda Ankele (-Samaluk),F,23.0,167.0,60.0
7952,4401,Majda Ankele (-Samaluk),F,23.0,167.0,60.0
7953,4401,Majda Ankele (-Samaluk),F,23.0,167.0,60.0
7954,4401,Majda Ankele (-Samaluk),F,27.0,167.0,60.0
7955,4401,Majda Ankele (-Samaluk),F,27.0,167.0,60.0
7956,4401,Majda Ankele (-Samaluk),F,27.0,167.0,60.0
7957,4402,Olivier Anken,M,31.0,166.0,73.0
7958,4403,Erik Anker,M,24.0,,
7959,4404,Johan August Anker,M,36.0,,
7960,4404,Johan August Anker,M,40.0,,
7961,4404,Johan August Anker,M,56.0,,
7962,4405,Jan Geert Ankerman,M,22.0,,
7963,4406,Ladislav Ankert,M,,,
7964,4407,Emilia Ankiewicz,F,25.0,178.0,64.0
7965,4408,Risto Antero Ankio,M,27.0,185.0,75.0
7966,4409,irts Ankipns,M,30.0,183.0,83.0
7967,4409,irts Ankipns,M,34.0,183.0,83.0
7968,4410,Andrija Ankovi,M,23.0,177.0,79.0
7969,4411,Per Axel Ankre,M,24.0,193.0,96.0
7970,4412,Emma Flash Ankudey,M,28.0,170.0,67.0
7971,4413,Ashlee Ankudinoff,F,25.0,174.0,67.0
7972,4414,Justin John Anlezark,M,23.0,188.0,127.0
7973,4414,Justin John Anlezark,M,26.0,188.0,127.0
7974,4414,Justin John Anlezark,M,30.0,188.0,127.0
7975,4415,Ali Annabi,M,20.0,184.0,70.0
7976,4415,Ali Annabi,M,20.0,184.0,70.0
7977,4416,Koit Annamaa,M,23.0,190.0,101.0
7978,4417,Alfred Heacock Annan,M,29.0,,
7979,4418,Alyson Regina Annan,F,19.0,162.0,65.0
7980,4418,Alyson Regina Annan,F,23.0,162.0,65.0
7981,4418,Alyson Regina Annan,F,27.0,162.0,65.0
7982,4419,"Anne Elizabeth Alice Louise Mountbatten-Windsor (-Phillips, -Laurence)",F,25.0,167.0,57.0
7983,4419,"Anne Elizabeth Alice Louise Mountbatten-Windsor (-Phillips, -Laurence)",F,25.0,167.0,57.0
7984,4420,Mame-Ibra Anne,M,26.0,184.0,80.0
7985,4421,Adrien Anneet,M,19.0,,
7986,4422,Jolanda Annen,F,23.0,166.0,56.0
7987,4423,Martin Annen,M,27.0,181.0,98.0
7988,4423,Martin Annen,M,27.0,181.0,98.0
7989,4423,Martin Annen,M,31.0,181.0,98.0
7990,4423,Martin Annen,M,31.0,181.0,98.0
7991,4424,Roland Annen,M,19.0,,
7992,4425,Nataliya Valeryevna Annenko,F,23.0,,
7993,4426,Emile Anner,M,20.0,166.0,54.0
7994,4427,"Harry Maxwell ""Max"" Annett",M,29.0,188.0,88.0
7995,4428,Jaime Annexy Fajardo,M,24.0,,
7996,4429,Giovanni Anni,M,24.0,162.0,59.0
7997,4430,Eddy Annijs (-Campstein),M,25.0,187.0,73.0
7998,4431,Georgios Anninos,M,,,
7999,4432,Harold Edward Annison,M,24.0,183.0,
8000,4432,Harold Edward Annison,M,24.0,183.0,
8001,4432,Harold Edward Annison,M,24.0,183.0,
8002,4432,Harold Edward Annison,M,24.0,183.0,
8003,4432,Harold Edward Annison,M,28.0,183.0,
8004,4432,Harold Edward Annison,M,28.0,183.0,
8005,4432,Harold Edward Annison,M,28.0,183.0,
8006,4432,Harold Edward Annison,M,28.0,183.0,
8007,4433,"Christine Frances ""Chris"" Annison-Stanton",F,20.0,183.0,67.0
8008,4433,"Christine Frances ""Chris"" Annison-Stanton",F,24.0,183.0,67.0
8009,4433,"Christine Frances ""Chris"" Annison-Stanton",F,28.0,183.0,67.0
8010,4434,Izuo Anno,M,22.0,,
8011,4434,Izuo Anno,M,22.0,,
8012,4435,Noriko Anno,F,20.0,162.0,76.0
8013,4435,Noriko Anno,F,24.0,162.0,76.0
8014,4435,Noriko Anno,F,28.0,162.0,76.0
8015,4436,Pietro Annoni,M,33.0,,
8016,4437,Tiziano Annoni,M,20.0,169.0,70.0
8017,4437,Tiziano Annoni,M,20.0,169.0,70.0
8018,4438,Alice Annum,F,15.0,163.0,44.0
8019,4438,Alice Annum,F,19.0,163.0,44.0
8020,4438,Alice Annum,F,19.0,163.0,44.0
8021,4438,Alice Annum,F,23.0,163.0,44.0
8022,4438,Alice Annum,F,23.0,163.0,44.0
8023,4439,Adrin Zsolt Annus,M,23.0,194.0,118.0
8024,4439,Adrin Zsolt Annus,M,27.0,194.0,118.0
8025,4439,Adrin Zsolt Annus,M,31.0,194.0,118.0
8026,4440,Augusts Annuss,M,42.0,,
8027,4441,Peter Anok Kabeni,M,,164.0,54.0
8028,4442,Vadim Vladimirovich Anokhin,M,24.0,192.0,91.0
8029,4442,Vadim Vladimirovich Anokhin,M,24.0,192.0,91.0
8030,4443,Viktor Fyodorovich Anokhin,M,25.0,188.0,81.0
8031,4443,Viktor Fyodorovich Anokhin,M,25.0,188.0,81.0
8032,4444,Yelena Anokhina,F,17.0,153.0,52.0
8033,4444,Yelena Anokhina,F,21.0,153.0,52.0
8034,4445,Isakas Anolikas,M,,,
8035,4445,Isakas Anolikas,M,,,
8036,4446,Bernardo Aor Guillamn,M,20.0,176.0,70.0
8037,4447,Roman Sergeyevich Anoshkin,M,28.0,192.0,95.0
8038,4447,Roman Sergeyevich Anoshkin,M,28.0,192.0,95.0
8039,4448,Vitaly Anosov,M,19.0,180.0,78.0
8040,4449,Sajjad Anoushiravani Hamlabad,M,28.0,192.0,105.0
8041,4450,Aleksandre Anp'ilogovi,M,22.0,203.0,96.0
8042,4450,Aleksandre Anp'ilogovi,M,26.0,203.0,96.0
8043,4451,Grgory Anquetil,M,29.0,180.0,80.0
8044,4451,Grgory Anquetil,M,33.0,180.0,80.0
8045,4451,Grgory Anquetil,M,37.0,180.0,80.0
8046,4452,Jacques Anquetil,M,18.0,,
8047,4452,Jacques Anquetil,M,18.0,,
8048,4453,Martin Ansa Ortz,M,23.0,180.0,70.0
8049,4454,Chakir Ansari,M,25.0,168.0,57.0
8050,4455,Bjarne Amore Ansbl,M,23.0,172.0,72.0
8051,4456,Helmut Anschtz,M,28.0,180.0,65.0
8052,4457,Daniela Anschtz-Thoms,F,27.0,165.0,60.0
8053,4457,Daniela Anschtz-Thoms,F,27.0,165.0,60.0
8054,4457,Daniela Anschtz-Thoms,F,31.0,165.0,60.0
8055,4457,Daniela Anschtz-Thoms,F,31.0,165.0,60.0
8056,4457,Daniela Anschtz-Thoms,F,31.0,165.0,60.0
8057,4457,Daniela Anschtz-Thoms,F,31.0,165.0,60.0
8058,4457,Daniela Anschtz-Thoms,F,35.0,165.0,60.0
8059,4457,Daniela Anschtz-Thoms,F,35.0,165.0,60.0
8060,4457,Daniela Anschtz-Thoms,F,35.0,165.0,60.0
8061,4457,Daniela Anschtz-Thoms,F,35.0,165.0,60.0
8062,4458,Myrna Crescenda Anselma Plate,F,32.0,167.0,52.0
8063,4459,Stanislas Anselmetti,M,,,
8064,4459,Stanislas Anselmetti,M,,,
8065,4460,Renato Anselmi,M,32.0,165.0,
8066,4460,Renato Anselmi,M,36.0,165.0,
8067,4460,Renato Anselmi,M,40.0,165.0,
8068,4461,Karl Anselm Ansn,M,20.0,,
8069,4461,Karl Anselm Ansn,M,24.0,,
8070,4462,Michel Ansermet,M,31.0,178.0,72.0
8071,4462,Michel Ansermet,M,35.0,178.0,72.0
8072,4463,Ren Ansermoz,M,,,
8073,4464,Helge Edvin Anshushaug,M,24.0,180.0,73.0
8074,4464,Helge Edvin Anshushaug,M,24.0,180.0,73.0
8075,4464,Helge Edvin Anshushaug,M,24.0,180.0,73.0
8076,4464,Helge Edvin Anshushaug,M,28.0,180.0,73.0
8077,4464,Helge Edvin Anshushaug,M,28.0,180.0,73.0
8078,4465,"Maria Elisabeth Georgina ""Lizzy"" Ansingh",F,53.0,,
8079,4466,Giselle Anne Ansley,F,24.0,176.0,73.0
8080,4467,John Anslow,M,29.0,173.0,73.0
8081,4467,John Anslow,M,33.0,173.0,73.0
8082,4468,Luca Ansoldi,M,24.0,179.0,77.0
8083,4469,Jennifer Anson,F,35.0,165.0,63.0
8084,4470,Hber H. Ansorena Mussio,M,33.0,185.0,96.0
8085,4471,Henri Lucien Ernest Eugne Anspach,M,29.0,,
8086,4471,Henri Lucien Ernest Eugne Anspach,M,29.0,,
8087,4471,Henri Lucien Ernest Eugne Anspach,M,29.0,,
8088,4471,Henri Lucien Ernest Eugne Anspach,M,29.0,,
8089,4472,Paul Eugne Albert Anspach,M,26.0,,
8090,4472,Paul Eugne Albert Anspach,M,26.0,,
8091,4472,Paul Eugne Albert Anspach,M,26.0,,
8092,4472,Paul Eugne Albert Anspach,M,30.0,,
8093,4472,Paul Eugne Albert Anspach,M,30.0,,
8094,4472,Paul Eugne Albert Anspach,M,30.0,,
8095,4472,Paul Eugne Albert Anspach,M,38.0,,
8096,4472,Paul Eugne Albert Anspach,M,42.0,,
8097,4472,Paul Eugne Albert Anspach,M,42.0,,
8098,4473,Vincent Anstett,M,34.0,178.0,78.0
8099,4474,"Christopher John ""Chris"" Anstey",M,25.0,213.0,112.0
8100,4474,"Christopher John ""Chris"" Anstey",M,33.0,213.0,112.0
8101,4475,Magdalena Ansue Nguema,F,18.0,,
8102,4476,Patrick R. Antaki,M,41.0,185.0,127.0
8103,4477,Vladimir Ilyich Antakov,M,31.0,180.0,80.0
8104,4477,Vladimir Ilyich Antakov,M,35.0,180.0,80.0
8105,4478,Dana Antal,F,24.0,170.0,64.0
8106,4479,Dra Antal,F,18.0,169.0,62.0
8107,4479,Dra Antal,F,22.0,169.0,62.0
8108,4480,Eld Gherghely Antal,M,20.0,170.0,75.0
8109,4480,Eld Gherghely Antal,M,24.0,170.0,75.0
8110,4481,Istvan Antal,M,21.0,183.0,87.0
8111,4482,Jnos Antal,M,23.0,180.0,70.0
8112,4483,Laszlo Charles Antal,M,40.0,175.0,86.0
8113,4484,Rbert Antal (Adler),M,30.0,,
8114,4485,Zoltn Antal,M,24.0,189.0,87.0
8115,4486,Zsolt Antal,M,21.0,175.0,68.0
8116,4486,Zsolt Antal,M,21.0,175.0,68.0
8117,4486,Zsolt Antal,M,21.0,175.0,68.0
8118,4486,Zsolt Antal,M,25.0,175.0,68.0
8119,4486,Zsolt Antal,M,25.0,175.0,68.0
8120,4486,Zsolt Antal,M,25.0,175.0,68.0
8121,4486,Zsolt Antal,M,25.0,175.0,68.0
8122,4486,Zsolt Antal,M,29.0,175.0,68.0
8123,4486,Zsolt Antal,M,29.0,175.0,68.0
8124,4486,Zsolt Antal,M,29.0,175.0,68.0
8125,4486,Zsolt Antal,M,33.0,175.0,68.0
8126,4486,Zsolt Antal,M,33.0,175.0,68.0
8127,4486,Zsolt Antal,M,33.0,175.0,68.0
8128,4486,Zsolt Antal,M,33.0,175.0,68.0
8129,4486,Zsolt Antal,M,33.0,175.0,68.0
8130,4487,Mrta Antal-Rudas,F,23.0,164.0,66.0
8131,4487,Mrta Antal-Rudas,F,27.0,164.0,66.0
8132,4487,Mrta Antal-Rudas,F,31.0,164.0,66.0
8133,4488,Eva Antalecov,F,26.0,178.0,65.0
8134,4489,Ferenc Antalovics,M,23.0,168.0,85.0
8135,4489,Ferenc Antalovics,M,27.0,168.0,85.0
8136,4490,Seraphino Antao,M,22.0,180.0,75.0
8137,4490,Seraphino Antao,M,22.0,180.0,75.0
8138,4490,Seraphino Antao,M,22.0,180.0,75.0
8139,4490,Seraphino Antao,M,26.0,180.0,75.0
8140,4490,Seraphino Antao,M,26.0,180.0,75.0
8141,4491,Zdzisaw Antczak,M,24.0,188.0,82.0
8142,4491,Zdzisaw Antczak,M,28.0,188.0,82.0
8143,4492,Sandra Patricia Antelo Moreno,F,23.0,167.0,54.0
8144,4493,Antelothanasis,M,,,
8145,4494,Georges Antenen,M,20.0,,
8146,4494,Georges Antenen,M,20.0,,
8147,4495,Meta Antenen (-Mathys),F,19.0,168.0,56.0
8148,4495,Meta Antenen (-Mathys),F,19.0,168.0,56.0
8149,4495,Meta Antenen (-Mathys),F,23.0,168.0,56.0
8150,4495,Meta Antenen (-Mathys),F,23.0,168.0,56.0
8151,4496,Francisco Antequera Alabau,M,20.0,178.0,95.0
8152,4497,Natalie Frances Anter (-Lindley),F,24.0,165.0,92.0
8153,4498,Antero Gonzlez de Audicana Inchaurraga,M,27.0,,
8154,4499,Adam Antes,M,40.0,,
8155,4500,Hilde Antes (-Peters),F,23.0,,
8156,4500,Hilde Antes (-Peters),F,23.0,,
8157,4501,Lissette Alexandra Antes Castillo,F,21.0,177.0,58.0
8158,4501,Lissette Alexandra Antes Castillo,F,25.0,177.0,58.0
8159,4502,Annick Anthoine,F,30.0,170.0,65.0
8160,4503,Dborah Jessica Anthonioz,F,27.0,165.0,52.0
8161,4503,Dborah Jessica Anthonioz,F,31.0,165.0,52.0
8162,4503,Dborah Jessica Anthonioz,F,35.0,165.0,52.0
8163,4504,Berland Anthony,M,,,
8164,4505,Carmelo Kyan Anthony,M,20.0,203.0,109.0
8165,4505,Carmelo Kyan Anthony,M,24.0,203.0,109.0
8166,4505,Carmelo Kyan Anthony,M,28.0,203.0,109.0
8167,4505,Carmelo Kyan Anthony,M,32.0,203.0,109.0
8168,4506,Darryn Anthony,M,22.0,172.0,77.0
8169,4507,"Donald William James ""Don"" Anthony",M,28.0,,
8170,4508,Georges Anthony,M,,,
8171,4508,Georges Anthony,M,,,
8172,4509,John Roslyn Anthony,M,39.0,183.0,77.0
8173,4509,John Roslyn Anthony,M,43.0,183.0,77.0
8174,4510,Joseph Anthony,M,,,
8175,4511,Mark Anthony,M,18.0,187.0,81.0
8176,4511,Mark Anthony,M,22.0,187.0,81.0
8177,4512,Michael Anthony Parris,M,22.0,173.0,54.0
8178,4513,Joseph Anthoon,M,21.0,,
8179,4514,Marcel Anthoon,M,18.0,,
8180,4515,"Michael E. ""Mike"" Anti",M,27.0,173.0,73.0
8181,4515,"Michael E. ""Mike"" Anti",M,36.0,173.0,73.0
8182,4515,"Michael E. ""Mike"" Anti",M,40.0,173.0,73.0
8183,4515,"Michael E. ""Mike"" Anti",M,40.0,173.0,73.0
8184,4515,"Michael E. ""Mike"" Anti",M,44.0,173.0,73.0
8185,4516,Nicole Antibe,F,26.0,187.0,83.0
8186,4517,Salvatore Antibo,M,22.0,170.0,52.0
8187,4517,Salvatore Antibo,M,22.0,170.0,52.0
8188,4517,Salvatore Antibo,M,26.0,170.0,52.0
8189,4517,Salvatore Antibo,M,26.0,170.0,52.0
8190,4517,Salvatore Antibo,M,30.0,170.0,52.0
8191,4517,Salvatore Antibo,M,30.0,170.0,52.0
8192,4518,"Joseph Anthony ""Joe"" Antic",M,29.0,168.0,59.0
8193,4519,Sava Anti,M,26.0,,
8194,4520,Mnica Antich,F,17.0,170.0,63.0
8195,4520,Mnica Antich,F,17.0,170.0,63.0
8196,4521,Stphane Antiga,M,28.0,200.0,94.0
8197,4522,"Mikaela Khaidi ""Heidi"" Antikatzidis",F,23.0,153.0,43.0
8198,4522,"Mikaela Khaidi ""Heidi"" Antikatzidis",F,27.0,153.0,43.0
8199,4523,Seema Antil,F,21.0,182.0,92.0
8200,4523,Seema Antil,F,28.0,182.0,92.0
8201,4523,Seema Antil,F,33.0,182.0,92.0
8202,4524,Erkki Lauri Johannes Antila,M,25.0,183.0,82.0
8203,4524,Erkki Lauri Johannes Antila,M,25.0,183.0,82.0
8204,4524,Erkki Lauri Johannes Antila,M,25.0,183.0,82.0
8205,4525,Timo Erkki Antila,M,21.0,175.0,70.0
8206,4525,Timo Erkki Antila,M,21.0,175.0,70.0
8207,4525,Timo Erkki Antila,M,21.0,175.0,70.0
8208,4525,Timo Erkki Antila,M,21.0,175.0,70.0
8209,4525,Timo Erkki Antila,M,29.0,175.0,70.0
8210,4525,Timo Erkki Antila,M,29.0,175.0,70.0
8211,4525,Timo Erkki Antila,M,29.0,175.0,70.0
8212,4526,Edgardo Marcelo Antinori Rodrigues,M,22.0,,
8213,4527,Vladimir Yuryevich Antipin,M,27.0,187.0,92.0
8214,4527,Vladimir Yuryevich Antipin,M,35.0,187.0,92.0
8215,4528,Yuliya Konstantinovna Antipova,F,21.0,162.0,59.0
8216,4529,Aleksandras Antipovas,M,25.0,170.0,62.0
8217,4530,Gaia Bassani Antivari,F,31.0,167.0,60.0
8218,4530,Gaia Bassani Antivari,F,31.0,167.0,60.0
8219,4531,Aleksy Antkiewicz,M,24.0,,
8220,4531,Aleksy Antkiewicz,M,28.0,,
8221,4532,John Sren Antman,M,21.0,189.0,67.0
8222,4532,John Sren Antman,M,25.0,189.0,67.0
8223,4533,Eduard Antoch,M,,,
8224,4534,Susan Kirsten Antoft (-Finch),F,21.0,,
8225,4535,Luigi Paolo Antognini,M,33.0,,
8226,4536,Gheorghe Antohi,M,30.0,,
8227,4536,Gheorghe Antohi,M,30.0,,
